Species_BirdTree,Wing.Length,Secondary1,Hand.Wing.Index,Hand.Wing.Area,Data.type,Total.wing.area,Wingspan,Wing.aspect.ratio,Source_Total.wing.area_Wingspan,Max.Elevation.1,Source_Max.Elevation.1,Max.Elevation.2,Source_Max.Elevation.2,Min.Elevation.1,Source_Min.Elevation.1,Min.Elevation.2,Source_Min.Elevation.2,Mean.Elevation.1,Mean.Elevation.2,Centroid.latitude,Max.latitude,Min.latitude,Temp. seasonality,Habitat.Openness,Body.Mass,Flight.Mode,Aerial.Lifestyle,Aerial.Lifestyle.Certainty,Migration,Trophic.Level,Habitat.type
Psittacula cyanocephala,127.1,62.5,50.8,12478.01,Observed,NA,NA,NA,NA,1300,White et al. (2015),1300,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),650,650,21.73,33.45,5.92,418.23,1,66.0,flapping,2,B,1,1ry consumer,Terrestrial
Psittacula derbiana,212.8,106.8,49.8,35699.55,Observed,NA,NA,NA,NA,4000,del Hoyo (2020),4000,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),2700,del Hoyo (2020),0,Quintero et al. (2018),3350,2000,28.04,30.94,21.99,628.56,1,251.0,flapping,2,B,1,1ry consumer,Terrestrial
Psittacula eques,177.8,104.5,41.2,29185.55,Observed,NA,NA,NA,NA,800,del Hoyo (2020),800,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),400,400,-20.41,20.49,20.33,206.90,1,163.0,flapping,2,B,1,1ry consumer,Terrestrial
Psittacula eupatria,209.9,98.0,53.4,32311.59,Observed,NA,NA,NA,NA,1600,White et al. (2015),1600,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),800,800,21.89,35.23,5.92,377.10,1,214.0,flapping,2,B,1,1ry consumer,Terrestrial
Psittacula finschii,150.4,70.7,53.0,16702.72,Observed,NA,NA,NA,NA,3800,del Hoyo (2020),3800,del Hoyo (2020),100,del Hoyo (2020),0,White et al. (2015),1950,1900,20.39,28.16,10.32,285.22,2,89.6,flapping,2,B,1,1ry consumer,Terrestrial
Psittacula himalayana,154.6,78.2,47.6,18990.49,Observed,NA,NA,NA,NA,2400,White et al. (2015),2500,Quintero et al. (2018),460,White et al. (2015),460,White et al. (2015),1430,1480,30.15,35.22,26.74,564.77,2,108.5,flapping,2,B,1,1ry consumer,Terrestrial
Psittacula krameri,155.8,82.2,47.7,20116.81,Observed,NA,NA,NA,NA,2000,White et al. (2015),2000,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),1000,1000,17.19,34.92,3.60,341.12,2,116.1,flapping,2,A,1,1ry consumer,Terrestrial
Psittacula longicauda,146.8,75.7,47.1,17455.88,Observed,NA,NA,NA,NA,300,White et al. (2015),300,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),150,150,0.86,14.92,0.00,34.54,1,107.0,flapping,2,B,1,1ry consumer,Terrestrial
Psittacula roseata,137.8,68.1,50.8,14740.64,Observed,NA,NA,NA,NA,1000,White et al. (2015),1000,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),500,500,18.45,28.82,8.56,256.94,2,66.0,flapping,2,B,1,1ry consumer,Terrestrial
Psittaculirostris desmarestii,109.1,64.3,40.8,11019.34,Observed,NA,NA,NA,NA,1700,del Hoyo (2020),1700,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),850,850,-6.25,10.73,0.34,53.92,1,117.0,flapping,2,B,1,1ry consumer,Terrestrial
Psittaculirostris edwardsii,105.8,60.4,42.9,10037.89,Observed,NA,NA,NA,NA,800,White et al. (2015),800,White et al. (2015),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),400,400,-4.72,7.21,2.40,25.20,1,118.0,flapping,2,C,1,1ry consumer,Terrestrial
Psittaculirostris salvadorii,110.7,66.8,39.6,11615.66,Observed,NA,NA,NA,NA,400,White et al. (2015),400,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),200,200,-2.61,3.63,1.47,20.06,1,118.0,flapping,2,C,1,1ry consumer,Terrestrial
Psittacus erithacus,232.3,136.4,41.3,49771.81,Observed,71000.00,710.00,7.10,Shiomi et al. (2024),2200,White et al. (2015),2200,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),1100,1100,0.61,11.89,0.00,69.81,1,333.0,flapping,2,B,1,1ry consumer,Terrestrial
Psitteuteles goldiei,106.8,49.9,53.3,8371.28,Observed,NA,NA,NA,NA,2800,White et al. (2015),2800,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),1400,1400,-5.95,10.55,3.25,48.25,1,58.7,flapping,2,C,1,1ry consumer,Terrestrial
Psitteuteles iris,112.4,60.5,45.4,10681.73,Observed,NA,NA,NA,NA,1500,White et al. (2015),1500,White et al. (2015),0,White et al. (2015),0,White et al. (2015),750,750,-9.13,10.37,7.56,94.36,1,55.2,flapping,2,C,1,1ry consumer,Terrestrial
Psitteuteles versicolor,111.4,53.8,51.9,9414.29,Observed,NA,NA,NA,NA,500,del Hoyo (2020),500,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),250,250,-16.98,23.49,11.12,318.05,2,53.5,flapping,2,C,1,1ry consumer,Terrestrial
Psittinus cyanurus,126.1,59.4,48.1,11765.80,Observed,NA,NA,NA,NA,700,White et al. (2015),700,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),350,350,1.09,10.94,0.00,36.78,1,60.5,flapping,2,B,1,1ry consumer,Terrestrial
Psittirostra psittacea,90.0,67.2,23.9,9500.18,Observed,NA,NA,NA,NA,1900,White et al. (2015),1900,White et al. (2015),800,White et al. (2015),800,White et al. (2015),1350,1350,NA,NA,NA,NA,1,28.6,flapping,1,B,2,1ry consumer,Terrestrial
Psittrichas fulgidus,283.6,190.2,32.2,84729.88,Observed,NA,NA,NA,NA,2000,del Hoyo (2020),2000,del Hoyo (2020); Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020),1000,1000,-5.58,10.55,1.21,42.46,1,865.0,flapping,2,C,1,1ry consumer,Terrestrial
Psophia crepitans,278.3,255.8,7.5,111823.64,Observed,NA,NA,NA,NA,750,White et al. (2015),750,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),375,375,1.28,10.24,0.00,61.81,1,1026.0,flapping,1,A,1,1ry consumer,Terrestrial
Psophia leucoptera,270.5,246.1,9.0,104567.99,Observed,NA,NA,NA,NA,750,White et al. (2015),750,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),375,375,-8.36,18.01,2.54,60.89,1,1315.6,flapping,1,A,1,1ry consumer,Terrestrial
Psophia viridis,285.5,272.1,5.4,122026.61,Observed,175576.00,870.00,4.31,Fu et al. (2023),800,del Hoyo (2020),800,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),400,400,-7.48,14.93,0.54,71.70,1,1071.0,flapping,1,A,1,1ry consumer,Terrestrial
Psophocichla litsitsirupa,129.5,87.9,32.1,17880.45,Observed,NA,NA,NA,NA,4100,Quintero et al. (2018),4100,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),2050,2050,-14.93,30.96,0.00,254.27,3,74.0,flapping,1,A,2,2ry consumer,Terrestrial
Psophodes cristatus,80.0,72.6,10.1,9123.19,Observed,NA,NA,NA,NA,400,Quintero et al. (2018),400,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),200,200,-29.37,35.20,23.70,603.63,2,40.7,flapping,1,A,1,1ry consumer,Terrestrial
Psophodes nigrogularis,80.5,68.1,12.7,8611.18,Observed,NA,NA,NA,NA,400,del Hoyo (2020),400,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),200,200,-34.34,36.08,32.99,358.20,2,44.5,flapping,1,A,1,2ry consumer,Terrestrial
Psophodes occidentalis,79.6,68.3,12.9,8539.92,Observed,NA,NA,NA,NA,600,Quintero et al. (2018),600,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),300,300,-24.85,31.30,18.56,579.50,2,39.6,flapping,1,A,1,1ry consumer,Terrestrial
Psophodes olivaceus,94.9,85.4,6.7,12730.46,Observed,NA,NA,NA,NA,1500,White et al. (2015),1500,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),750,750,-30.87,39.48,15.66,409.42,1,62.4,flapping,1,A,1,2ry consumer,Terrestrial
Pteridophora alberti,120.9,98.7,18.3,18744.05,Observed,NA,NA,NA,NA,2850,White et al. (2015),2850,White et al. (2015); Quintero et al. (2018),1400,White et al. (2015),1400,White et al. (2015); Quintero et al. (2018),2125,2125,-4.9,7.41,3.11,36.15,1,81.8,flapping,1,A,2,1ry consumer,Terrestrial
Pterocles alchata,194.0,75.2,61.5,22916.03,Observed,NA,NA,NA,NA,1000,del Hoyo (2020),1000,del Hoyo (2020); Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),500,500,37.64,47.02,28.08,955.77,3,275.8,flapping,2,B,2,1ry consumer,Terrestrial
Pterocles bicinctus,170.4,97.1,42.8,25990.14,Observed,NA,NA,NA,NA,1600,Quintero et al. (2018),1600,Quintero et al. (2018),300,Quintero et al. (2018),300,Quintero et al. (2018),950,950,-20.46,29.10,11.39,329.94,3,237.0,flapping,2,B,1,1ry consumer,Terrestrial
Pterocles burchelli,159.2,76.0,52.2,19005.38,Observed,NA,NA,NA,NA,1000,del Hoyo (2020),1000,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),500,500,-22.19,28.86,17.18,405.39,3,180.7,flapping,2,A,1,1ry consumer,Terrestrial
Pterocles coronatus,191.8,66.0,65.2,19884.40,Observed,43200.00,571.67,7.56,Bruderer et al. (2010); Malo et al. (2021); Shiomi et al. (2024),1700,del Hoyo (2020),1700,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),850,850,25.77,36.71,15.22,700.62,3,300.0,flapping,2,B,2,1ry consumer,Terrestrial
Pterocles decoratus,160.8,86.6,46.2,21873.78,Observed,NA,NA,NA,NA,1600,del Hoyo (2020),1600,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),800,800,0.28,9.34,0.00,116.18,3,181.3,flapping,2,B,2,1ry consumer,Terrestrial
Pterocles exustus,175.0,72.9,57.9,20039.43,Observed,NA,NA,NA,NA,1500,del Hoyo (2020),1500,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),750,750,16.11,34.23,0.00,372.60,3,202.8,flapping,2,B,2,1ry consumer,Terrestrial
Pterocles gutturalis,213.4,97.2,54.2,32582.21,Observed,NA,NA,NA,NA,2000,White et al. (2015),2000,White et al. (2015); Quintero et al. (2018),800,White et al. (2015),800,White et al. (2015); Quintero et al. (2018),1400,1400,-10.12,26.23,0.00,216.11,3,338.0,flapping,2,A,2,1ry consumer,Terrestrial
Pterocles indicus,168.6,98.8,41.0,26165.82,Observed,NA,NA,NA,NA,600,Quintero et al. (2018),600,Quintero et al. (2018),100,Quintero et al. (2018),100,Quintero et al. (2018),350,350,22.01,34.59,10.35,429.36,3,178.2,flapping,2,B,1,1ry consumer,Terrestrial
Pterocles lichtensteinii,175.1,92.4,46.4,25414.29,Observed,NA,NA,NA,NA,1800,Quintero et al. (2018),1800,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),900,900,18.14,31.92,0.00,474.49,3,209.1,flapping,2,B,1,1ry consumer,Terrestrial
Pterocles namaqua,163.6,61.8,61.9,15881.50,Observed,NA,NA,NA,NA,1100,del Hoyo (2020),1700,Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020),550,850,-24.52,34.21,12.25,411.66,3,177.0,flapping,2,A,2,1ry consumer,Terrestrial
Pterocles orientalis,228.2,83.0,63.7,29751.82,Observed,72100.00,705.00,6.89,Bruderer et al. (2010); Malo et al. (2021); Shiomi et al. (2024),2400,del Hoyo (2020),2400,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),1200,1200,39.56,48.57,26.09,998.76,3,404.9,flapping,2,A,2,1ry consumer,Terrestrial
Pterocles personatus,222.8,129.0,42.1,45146.57,Observed,NA,NA,NA,NA,1200,Quintero et al. (2018),1200,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),600,600,-20.06,25.61,14.14,188.09,3,181.3,flapping,2,B,1,1ry consumer,Terrestrial
Pterocles quadricinctus,174.6,103.6,40.5,28413.44,Observed,NA,NA,NA,NA,900,Quintero et al. (2018),900,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),450,450,11.49,17.18,1.37,253.69,3,178.9,flapping,2,A,1,1ry consumer,Terrestrial
Pterocles senegallus,194.0,65.8,66.3,20051.53,Observed,44900.00,590.00,7.75,Malo et al. (2021),1600,del Hoyo (2020),1600,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),800,800,23.93,36.05,7.95,651.39,3,263.4,flapping,2,A,2,1ry consumer,Terrestrial
Pterodroma alba,266.2,90.2,66.0,37716.77,Observed,80300.00,947.00,11.17,Shiomi et al. (2024),100,del Hoyo (2020),100,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),50,50,-11.3,30.34,0.00,75.65,3,259.0,soaring,3,A,2,2ry consumer,Marine
Pterodroma arminjoniana,283.8,92.8,67.4,41369.50,Observed,NA,NA,NA,NA,1000,del Hoyo (2020),1000,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),500,500,-9.2,53.41,0.00,141.24,3,394.0,soaring,3,A,2,2ry consumer,Marine
Pterodroma atrata,295.0,167.0,43.4,77385.28,Observed,NA,NA,NA,NA,33,White et al. (2015),33,White et al. (2015),0,White et al. (2015),0,White et al. (2015),16.5,16.5,-20.56,31.30,6.09,118.80,3,394.0,soaring,3,A,2,2ry consumer,Marine
Pterodroma axillaris,212.0,76.5,64.0,25475.17,Observed,NA,NA,NA,NA,200,del Hoyo (2020),200,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),100,100,-38.2,62.21,0.00,179.48,3,165.0,soaring,3,A,2,2ry consumer,Marine
Pterodroma baraui,269.0,113.0,58.0,47747.50,Observed,NA,NA,NA,NA,2800,White et al. (2015),2800,White et al. (2015),0,White et al. (2015),0,White et al. (2015),1400,1400,-23.62,44.37,0.00,147.88,3,400.0,soaring,3,A,2,2ry consumer,Marine
Pterodroma brevipes,212.2,74.5,64.6,24832.56,Observed,52400.00,713.00,9.70,Shiomi et al. (2024),500,del Hoyo (2020),500,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),250,250,-9.68,29.63,0.00,128.56,3,147.1,soaring,3,A,2,2ry consumer,Marine
Pterodroma cahow,245.0,88.0,64.1,33866.37,Observed,NA,NA,NA,NA,79,White et al. (2015),79,White et al. (2015),0,White et al. (2015),0,White et al. (2015),39.5,39.5,39.01,57.55,20.05,299.87,3,246.0,soaring,3,A,2,2ry consumer,Marine
Pterodroma caribbaea,274.2,163.1,40.5,70249.18,Observed,NA,NA,NA,NA,1600,del Hoyo (2020),1600,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),800,800,NA,NA,NA,NA,3,278.0,soaring,3,A,2,2ry consumer,Marine
Pterodroma cervicalis,292.0,106.6,63.5,48894.49,Observed,99800.00,1053.00,11.11,Shiomi et al. (2024),50,White et al. (2015),50,White et al. (2015),0,White et al. (2015),0,White et al. (2015),25,25,7.94,46.20,0.00,253.46,3,445.0,soaring,3,A,2,2ry consumer,Marine
Pterodroma cookii,213.2,76.0,64.1,25451.93,Observed,50800.00,745.00,10.93,Malo et al. (2021); Watanabe (2016); Shiomi et al. (2024),700,White et al. (2015),700,White et al. (2015),0,White et al. (2015),0,White et al. (2015),350,350,-11.01,63.67,0.00,241.94,3,177.9,soaring,3,A,2,2ry consumer,Marine
Pterodroma defilippiana,226.0,84.0,62.8,29820.00,Observed,NA,NA,NA,NA,200,del Hoyo (2020),200,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),100,100,-25.48,35.43,18.68,164.92,3,169.0,soaring,3,A,2,2ry consumer,Marine
Pterodroma externa,291.3,86.0,70.2,39351.28,Observed,87700.00,1037.33,12.27,Malo et al. (2021); Shiomi et al. (2024),1000,White et al. (2015),1000,White et al. (2015),0,White et al. (2015),0,White et al. (2015),500,500,-2.61,48.61,0.00,118.52,3,428.0,soaring,3,A,2,2ry consumer,Marine
Pterodroma feae,254.4,102.3,59.9,40880.16,Observed,60300.00,830.00,11.42,Watanabe (2016); Shiomi et al. (2024),2200,del Hoyo (2020),2200,del Hoyo (2020); Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020); White et al. (2015),1100,1100,11.95,55.88,0.00,183.20,3,311.0,soaring,3,A,2,2ry consumer,Marine
Pterodroma hasitata,283.0,132.9,53.4,59078.75,Observed,NA,NA,NA,NA,2300,White et al. (2015),2300,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),1150,1150,21.1,37.47,5.78,156.85,3,278.0,soaring,3,A,2,2ry consumer,Marine
Pterodroma heraldica,281.0,99.0,64.8,43697.98,Observed,77800.00,934.00,11.21,Shiomi et al. (2024),1000,White et al. (2015),1000,White et al. (2015),0,White et al. (2015),0,White et al. (2015),500,500,-12.02,34.83,0.00,98.18,3,394.0,soaring,3,A,2,2ry consumer,Marine
Pterodroma hypoleuca,228.0,84.5,63.0,30262.96,Observed,53366.67,718.00,9.66,Malo et al. (2021); Shiomi et al. (2024),1000,del Hoyo (2020),1000,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),500,500,26.91,56.22,11.71,391.75,3,176.0,soaring,3,A,2,2ry consumer,Marine
Pterodroma incerta,318.0,109.2,65.6,54546.84,Observed,NA,NA,NA,NA,600,White et al. (2015),600,White et al. (2015),0,White et al. (2015),0,White et al. (2015),300,300,-40.38,58.59,19.55,197.02,3,520.0,soaring,3,A,2,2ry consumer,Marine
Pterodroma inexpectata,249.8,83.5,66.5,32764.14,Observed,57233.33,837.33,12.25,Malo et al. (2021); Shiomi et al. (2024),350,White et al. (2015),350,White et al. (2015),0,White et al. (2015),0,White et al. (2015),175,175,-18.74,79.46,0.00,311.42,3,316.0,soaring,3,A,2,2ry consumer,Marine
Pterodroma lessonii,303.6,103.5,65.6,49358.50,Observed,81500.00,1050.00,13.53,Malo et al. (2021); Shiomi et al. (2024),300,del Hoyo (2020),300,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),150,150,-51.39,70.58,27.04,332.56,3,698.0,soaring,3,A,2,2ry consumer,Marine
Pterodroma leucoptera,212.0,71.0,66.5,23643.63,Observed,55900.00,748.00,10.01,Shiomi et al. (2024),650,White et al. (2015),650,White et al. (2015),0,White et al. (2015),0,White et al. (2015),325,325,-22.4,70.58,0.00,237.80,3,147.1,soaring,3,A,2,2ry consumer,Marine
Pterodroma longirostris,212.2,82.5,61.1,27499.15,Observed,52900.00,718.00,9.75,Shiomi et al. (2024),1000,White et al. (2015),1000,White et al. (2015),0,White et al. (2015),0,White et al. (2015),500,500,10.33,43.56,0.00,252.10,3,143.0,soaring,3,A,2,2ry consumer,Marine
Pterodroma macroptera,308.7,127.6,58.8,61873.86,Observed,NA,NA,NA,NA,1400,del Hoyo (2020),1400,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),700,700,-44.28,63.14,18.95,233.26,3,531.8,soaring,3,A,2,2ry consumer,Marine
Pterodroma madeira,253.0,117.3,53.9,46616.37,Observed,NA,NA,NA,NA,1600,White et al. (2015),1600,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),800,800,17,59.41,0.00,163.61,3,201.1,soaring,3,A,2,2ry consumer,Marine
Pterodroma magentae,306.0,198.0,35.3,95171.41,Observed,NA,NA,NA,NA,200,del Hoyo (2020),200,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),100,100,-48.85,55.97,41.88,167.78,3,465.0,soaring,3,A,2,2ry consumer,Marine
Pterodroma mollis,243.2,85.0,65.1,32471.50,Observed,60300.00,860.00,12.27,Malo et al. (2021); Shiomi et al. (2024),200,del Hoyo (2020),200,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),100,100,-43.32,59.46,22.08,164.65,3,312.0,soaring,3,A,2,2ry consumer,Marine
Pterodroma neglecta,288.0,103.5,64.0,46822.30,Observed,96800.00,1010.00,10.54,Shiomi et al. (2024),200,del Hoyo (2020),200,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),100,100,-3.37,37.19,0.00,104.84,3,501.0,soaring,3,A,2,2ry consumer,Marine
Pterodroma nigripennis,221.6,80.2,63.6,27916.69,Observed,55900.00,756.00,10.22,Shiomi et al. (2024),300,del Hoyo (2020),300,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),150,150,-5.73,61.48,0.00,321.37,3,173.7,soaring,3,A,2,2ry consumer,Marine
Pterodroma phaeopygia,294.7,93.3,68.3,43189.85,Observed,76800.00,1007.50,13.22,Malo et al. (2021); Shiomi et al. (2024),900,White et al. (2015),900,White et al. (2015),0,White et al. (2015),0,White et al. (2015),450,450,-2.08,19.14,0.00,111.81,3,400.8,soaring,3,A,2,2ry consumer,Marine
Pterodroma pycrofti,214.0,78.5,63.3,26387.81,Observed,49500.00,693.00,9.70,Shiomi et al. (2024),150,White et al. (2015),150,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),75,75,-2.99,56.93,0.00,229.35,3,159.0,soaring,3,A,2,2ry consumer,Marine
Pterodroma sandwichensis,271.3,138.0,49.2,58809.67,Observed,NA,NA,NA,NA,3000,White et al. (2015),3000,White et al. (2015),0,White et al. (2015),0,White et al. (2015),1500,1500,26.94,51.88,0.62,167.65,3,400.8,soaring,3,A,2,2ry consumer,Marine
Pterodroma solandri,299.0,103.8,65.1,48751.55,Observed,NA,NA,NA,NA,900,White et al. (2015),900,White et al. (2015),0,White et al. (2015),0,White et al. (2015),450,450,13.28,58.93,0.00,265.19,3,468.6,soaring,3,A,2,2ry consumer,Marine
Pterodroma ultima,260.0,85.0,67.3,34714.60,Observed,67433.33,946.00,13.27,Malo et al. (2021); Shiomi et al. (2024),100,del Hoyo (2020),100,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),50,50,-2.48,55.10,0.00,130.89,3,360.0,soaring,3,A,2,2ry consumer,Marine
Pteroglossus aracari,143.1,120.8,15.6,27153.54,Observed,NA,NA,NA,NA,1000,White et al. (2015),1000,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),500,500,-5.54,28.09,0.00,103.18,1,250.2,flapping,1,A,1,1ry consumer,Terrestrial
Pteroglossus azara,123.5,102.9,17.7,19961.92,Observed,NA,NA,NA,NA,1400,White et al. (2015),1400,White et al. (2015),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),700,700,-3.14,16.84,0.00,56.65,1,144.5,flapping,1,A,1,1ry consumer,Terrestrial
Pteroglossus bailloni,129.0,110.4,14.5,22370.65,Observed,NA,NA,NA,NA,1550,Quintero et al. (2018),1550,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),775,775,-23.23,27.79,8.25,256.02,1,146.0,flapping,1,A,1,1ry consumer,Terrestrial
Pteroglossus beauharnaesii,141.6,118.1,16.0,26268.36,Observed,NA,NA,NA,NA,900,White et al. (2015),900,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),450,450,-8.66,17.34,2.53,59.24,1,215.9,flapping,1,A,1,1ry consumer,Terrestrial
Pteroglossus bitorquatus,117.5,95.8,18.5,17681.67,Observed,NA,NA,NA,NA,550,White et al. (2015),550,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),275,275,-7.66,16.03,0.54,72.53,1,142.0,flapping,1,A,1,1ry consumer,Terrestrial
Pteroglossus castanotis,154.4,129.0,16.4,31286.49,Observed,NA,NA,NA,NA,1300,White et al. (2015),1600,Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),650,800,-10.99,27.78,0.00,98.74,1,258.1,flapping,1,A,1,1ry consumer,Terrestrial
Pteroglossus frantzii,149.6,125.2,16.3,29420.89,Observed,NA,NA,NA,NA,1800,White et al. (2015),1800,White et al. (2015); Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),900,900,8.97,10.34,7.99,53.33,1,253.0,flapping,1,A,1,1ry consumer,Terrestrial
Pteroglossus inscriptus,119.7,99.6,17.6,18727.22,Observed,NA,NA,NA,NA,1200,White et al. (2015),1200,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),600,600,-7.58,16.67,0.00,70.54,1,125.8,flapping,1,A,1,1ry consumer,Terrestrial
Pteroglossus pluricinctus,148.5,125.4,16.2,29251.21,Observed,NA,NA,NA,NA,900,del Hoyo (2020),1300,Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),450,650,0.36,8.77,0.00,55.32,1,261.7,flapping,1,A,1,1ry consumer,Terrestrial
Pteroglossus torquatus,146.9,125.0,15.6,28843.75,Observed,NA,NA,NA,NA,1500,White et al. (2015),1500,White et al. (2015),0,Quintero et al. (2018),0,Quintero et al. (2018),750,750,11.92,21.61,0.00,101.62,1,219.1,flapping,1,A,1,1ry consumer,Terrestrial
Pteroglossus viridis,119.0,94.4,20.6,17645.70,Observed,NA,NA,NA,NA,800,White et al. (2015),800,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),400,400,2.8,8.34,0.00,69.69,1,135.0,flapping,1,A,1,1ry consumer,Terrestrial
Pteronetta hartlaubii,267.0,178.4,33.0,74821.43,Observed,NA,NA,NA,NA,900,del Hoyo (2020),900,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),450,450,1.6,10.98,0.00,87.94,3,790.0,flapping,2,A,2,2ry consumer,Terrestrial
Pterophanes cyanopterus,104.9,37.8,63.8,6228.55,Observed,NA,NA,NA,NA,3700,White et al. (2015),3700,White et al. (2015); Quintero et al. (2018),2600,White et al. (2015),2600,White et al. (2015); Quintero et al. (2018),3150,3150,-5.4,17.85,0.00,69.00,2,9.3,flapping,3,A,1,1ry consumer,Terrestrial
Pteroptochos castaneus,103.1,94.2,7.2,15255.61,Observed,NA,NA,NA,NA,1600,White et al. (2015),1600,White et al. (2015),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),800,800,-36.38,37.94,34.75,427.34,1,160.6,flapping,1,A,1,2ry consumer,Terrestrial
Pteroptochos megapodius,98.0,92.8,4.0,14285.45,Observed,NA,NA,NA,NA,3050,White et al. (2015),3050,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),1525,1525,-32.73,37.33,27.42,371.05,2,114.0,flapping,1,A,1,2ry consumer,Terrestrial
