Order_Clements,Family_Clements,Species_Clements,Species_BirdTree,Match.type,Daughter,Status
Galliformes,Phasianidae,Alectoris graeca,Alectoris graeca,1BT to 1CL,0,Extant
Galliformes,Phasianidae,Alectoris magna,Alectoris magna,1BT to 1CL,0,Extant
Galliformes,Phasianidae,Alectoris melanocephala,Alectoris melanocephala,1BT to 1CL,0,Extant
Galliformes,Phasianidae,Alectoris philbyi,Alectoris philbyi,1BT to 1CL,0,Extant
Galliformes,Phasianidae,Alectoris rufa,Alectoris rufa,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Alectroenas madagascariensis,Alectroenas madagascariensis,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Alectroenas pulcherrimus,Alectroenas pulcherrima,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Alectroenas sganzini,Alectroenas sganzini,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Alectrurus risora,Alectrurus risora,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Alectrurus tricolor,Alectrurus tricolor,1BT to 1CL,0,Extant
Galliformes,Megapodiidae,Alectura lathami,Alectura lathami,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Alipiopsitta xanthops,Alipiopsitta xanthops,1BT to 1CL,0,Extant
Psittaciformes,Psittaculidae,Alisterus amboinensis,Alisterus amboinensis,1BT to 1CL,0,Extant
Psittaciformes,Psittaculidae,Alisterus chloropterus,Alisterus chloropterus,1BT to 1CL,0,Extant
Psittaciformes,Psittaculidae,Alisterus scapularis,Alisterus scapularis,1BT to 1CL,0,Extant
Charadriiformes,Alcidae,Alle alle,Alle alle,1BT to 1CL,0,Extant
Passeriformes,Mimidae,Allenia fusca,Margarops fuscus,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Alopecoenas beccarii,Gallicolumba beccarii,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Alopecoenas canifrons,Gallicolumba canifrons,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Alopecoenas erythropterus,Gallicolumba erythroptera,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Alopecoenas hoedtii,Gallicolumba hoedtii,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Alopecoenas jobiensis,Gallicolumba jobiensis,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Alopecoenas kubaryi,Gallicolumba kubaryi,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Alopecoenas rubescens,Gallicolumba rubescens,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Alopecoenas sanctaecrucis,Gallicolumba sanctaecrucis,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Alopecoenas stairi,Gallicolumba stairi,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Alopecoenas xanthonurus,Gallicolumba xanthonura,1BT to 1CL,0,Extant
Passeriformes,Pycnonotidae,Alophoixus finschii,Alophoixus finschii,1BT to 1CL,0,Extant
Passeriformes,Pycnonotidae,Alophoixus flaveolus,Alophoixus flaveolus,1BT to 1CL,0,Extant
Passeriformes,Pycnonotidae,Alophoixus pallidus,Alophoixus pallidus,1BT to 1CL,0,Extant
Passeriformes,Pycnonotidae,Alophoixus phaeocephalus,Alophoixus phaeocephalus,1BT to 1CL,0,Extant
Passeriformes,Hirundinidae,Alopochelidon fucata,Alopochelidon fucata,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Alopochen aegyptiaca,Alopochen aegyptiaca,1BT to 1CL,0,Extant
Passeriformes,Estrildidae,Amadina erythrocephala,Amadina erythrocephala,1BT to 1CL,0,Extant
Passeriformes,Estrildidae,Amadina fasciata,Amadina fasciata,1BT to 1CL,0,Extant
Passeriformes,Petroicidae,Amalocichla incerta,Amalocichla incerta,1BT to 1CL,0,Extant
Passeriformes,Petroicidae,Amalocichla sclateriana,Amalocichla sclateriana,1BT to 1CL,0,Extant
Passeriformes,Estrildidae,Amandava amandava,Amandava amandava,1BT to 1CL,0,Extant
Passeriformes,Estrildidae,Amandava formosa,Amandava formosa,1BT to 1CL,0,Extant
Passeriformes,Estrildidae,Amandava subflava,Amandava subflava,1BT to 1CL,0,Extant
Gruiformes,Rallidae,Amaurolimnas concolor,Amaurolimnas concolor,1BT to 1CL,0,Extant
Gruiformes,Rallidae,Amaurornis isabellina,Amaurornis isabellina,1BT to 1CL,0,Extant
Gruiformes,Rallidae,Amaurornis magnirostris,Amaurornis magnirostris,1BT to 1CL,0,Extant
Gruiformes,Rallidae,Amaurornis marginalis,Aenigmatolimnas marginalis,1BT to 1CL,0,Extant
Gruiformes,Rallidae,Amaurornis moluccana,Amaurornis moluccana,1BT to 1CL,0,Extant
Gruiformes,Rallidae,Amaurornis olivacea,Amaurornis olivacea,1BT to 1CL,0,Extant
Gruiformes,Rallidae,Amaurornis phoenicurus,Amaurornis phoenicurus,1BT to 1CL,0,Extant
Passeriformes,Cardinalidae,Amaurospiza concolor,Amaurospiza concolor,1BT to 1CL,0,Extant
Passeriformes,Cardinalidae,Amaurospiza moesta,Amaurospiza moesta,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Amazilia boucardi,Amazilia boucardi,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Amazilia luciae,Amazilia luciae,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Amazilia rutila,Amazilia rutila,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Amazilia tzacatl,Amazilia tzacatl,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Amazilia yucatanensis,Amazilia yucatanensis,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Amazilis amazilia,Amazilia amazilia,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona aestiva,Amazona aestiva,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona agilis,Amazona agilis,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona albifrons,Amazona albifrons,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona amazonica,Amazona amazonica,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona arausiaca,Amazona arausiaca,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona auropalliata,Amazona auropalliata,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona autumnalis,Amazona autumnalis,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona barbadensis,Amazona barbadensis,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona brasiliensis,Amazona brasiliensis,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona collaria,Amazona collaria,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona dufresniana,Amazona dufresniana,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona farinosa,Amazona farinosa,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona festiva,Amazona festiva,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona finschi,Amazona finschi,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona guildingii,Amazona guildingii,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona imperialis,Amazona imperialis,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona kawalli,Amazona kawalli,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona leucocephala,Amazona leucocephala,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona mercenarius,Amazona mercenaria,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona ochrocephala,Amazona ochrocephala,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona oratrix,Amazona oratrix,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona pretrei,Amazona pretrei,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona rhodocorytha,Amazona rhodocorytha,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona tucumana,Amazona tucumana,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona ventralis,Amazona ventralis,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona versicolor,Amazona versicolor,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona vinacea,Amazona vinacea,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona viridigenalis,Amazona viridigenalis,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona vittata,Amazona vittata,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Amazona xantholora,Amazona xantholora,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Amazonetta brasiliensis,Amazonetta brasiliensis,1BT to 1CL,0,Extant
Passeriformes,Icteridae,Amblycercus holosericeus,Amblycercus holosericeus,1BT to 1CL,0,Extant
Passeriformes,Ptilonorhynchidae,Amblyornis flavifrons,Amblyornis flavifrons,1BT to 1CL,0,Extant
Passeriformes,Ptilonorhynchidae,Amblyornis inornata,Amblyornis inornata,1BT to 1CL,0,Extant
Passeriformes,Ptilonorhynchidae,Amblyornis macgregoriae,Amblyornis macgregoriae,1BT to 1CL,0,Extant
Passeriformes,Ptilonorhynchidae,Amblyornis newtoniana,Prionodura newtoniana,1BT to 1CL,0,Extant
Passeriformes,Ptilonorhynchidae,Amblyornis subalaris,Amblyornis subalaris,1BT to 1CL,0,Extant
Passeriformes,Ploceidae,Amblyospiza albifrons,Amblyospiza albifrons,1BT to 1CL,0,Extant
Passeriformes,Icteridae,Amblyramphus holosericeus,Amblyramphus holosericeus,1BT to 1CL,0,Extant
Passeriformes,Passerellidae,Ammodramus aurifrons,Ammodramus aurifrons,1BT to 1CL,0,Extant
Passeriformes,Passerellidae,Ammodramus humeralis,Ammodramus humeralis,1BT to 1CL,0,Extant
Passeriformes,Passerellidae,Ammodramus savannarum,Ammodramus savannarum,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Ammomanes cinctura,Ammomanes cinctura,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Ammomanes deserti,Ammomanes deserti,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Ammomanes phoenicura,Ammomanes phoenicura,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Ammomanopsis grayi,Ammomanes grayi,1BT to 1CL,0,Extant
Passeriformes,Thamnophilidae,Ammonastes pelzelni,Myrmeciza pelzelni,1BT to 1CL,0,Extant
Galliformes,Phasianidae,Ammoperdix griseogularis,Ammoperdix griseogularis,1BT to 1CL,0,Extant
Galliformes,Phasianidae,Ammoperdix heyi,Ammoperdix heyi,1BT to 1CL,0,Extant
Passeriformes,Passerellidae,Ammospiza caudacuta,Ammodramus caudacutus,1BT to 1CL,0,Extant
Passeriformes,Passerellidae,Ammospiza leconteii,Ammodramus leconteii,1BT to 1CL,0,Extant
Passeriformes,Passerellidae,Ammospiza maritima,Ammodramus maritimus,1BT to 1CL,0,Extant
Passeriformes,Passerellidae,Ammospiza nelsoni,Ammodramus nelsoni,1BT to 1CL,0,Extant
Passeriformes,Sturnidae,Ampeliceps coronatus,Ampeliceps coronatus,1BT to 1CL,0,Extant
Passeriformes,Cotingidae,Ampelioides tschudii,Ampelioides tschudii,1BT to 1CL,0,Extant
Passeriformes,Cotingidae,Ampelion rubrocristatus,Ampelion rubrocristatus,1BT to 1CL,0,Extant
Passeriformes,Cotingidae,Ampelion rufaxilla,Ampelion rufaxilla,1BT to 1CL,0,Extant
Passeriformes,Thamnophilidae,Ampelornis griseiceps,Myrmeciza griseiceps,1BT to 1CL,0,Extant
Passeriformes,Passerellidae,Amphispiza bilineata,Amphispiza bilineata,1BT to 1CL,0,Extant
Passeriformes,Passerellidae,Amphispizopsis quinquestriata,Aimophila quinquestriata,1BT to 1CL,0,Extant
Passeriformes,Maluridae,Amytornis ballarae,Amytornis ballarae,1BT to 1CL,0,Extant
Passeriformes,Maluridae,Amytornis barbatus,Amytornis barbatus,1BT to 1CL,0,Extant
Passeriformes,Maluridae,Amytornis dorotheae,Amytornis dorotheae,1BT to 1CL,0,Extant
Passeriformes,Maluridae,Amytornis goyderi,Amytornis goyderi,1BT to 1CL,0,Extant
Passeriformes,Maluridae,Amytornis housei,Amytornis housei,1BT to 1CL,0,Extant
Passeriformes,Maluridae,Amytornis merrotsyi,Amytornis merrotsyi,1BT to 1CL,0,Extant
Passeriformes,Maluridae,Amytornis purnelli,Amytornis purnelli,1BT to 1CL,0,Extant
Passeriformes,Maluridae,Amytornis woodwardi,Amytornis woodwardi,1BT to 1CL,0,Extant
Passeriformes,Furnariidae,Anabacerthia amaurotis,Anabacerthia amaurotis,1BT to 1CL,0,Extant
Passeriformes,Furnariidae,Anabacerthia lichtensteini,Philydor lichtensteini,1BT to 1CL,0,Extant
Passeriformes,Furnariidae,Anabacerthia ruficaudata,Philydor ruficaudatum,1BT to 1CL,0,Extant
Passeriformes,Furnariidae,Anabacerthia striaticollis,Anabacerthia striaticollis,1BT to 1CL,0,Extant
Passeriformes,Furnariidae,Anabacerthia variegaticeps,Anabacerthia variegaticeps,1BT to 1CL,0,Extant
Passeriformes,Nectariniidae,Anabathmis hartlaubii,Nectarinia hartlaubii,1BT to 1CL,0,Extant
Passeriformes,Nectariniidae,Anabathmis newtonii,Nectarinia newtonii,1BT to 1CL,0,Extant
Passeriformes,Nectariniidae,Anabathmis reichenbachii,Nectarinia reichenbachii,1BT to 1CL,0,Extant
Passeriformes,Furnariidae,Anabazenops dorsalis,Anabazenops dorsalis,1BT to 1CL,0,Extant
Passeriformes,Furnariidae,Anabazenops fuscus,Anabazenops fuscus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Anairetes alpinus,Anairetes alpinus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Anairetes fernandezianus,Anairetes fernandezianus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Anairetes flavirostris,Anairetes flavirostris,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Anairetes nigrocristatus,Anairetes nigrocristatus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Anairetes parulus,Anairetes parulus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Anairetes reguloides,Anairetes reguloides,1BT to 1CL,0,Extant
Passeriformes,Campephagidae,Analisoma analis,Coracina analis,1BT to 1CL,0,Extant
Passeriformes,Campephagidae,Analisoma coerulescens,Coracina coerulescens,1BT to 1CL,0,Extant
Passeriformes,Campephagidae,Analisoma ostenta,Coracina ostenta,1BT to 1CL,0,Extant
Passeriformes,Ploceidae,Anaplectes rubriceps,Anaplectes rubriceps,1BT to 1CL,0,Extant
Charadriiformes,Charadriidae,Anarhynchus frontalis,Anarhynchus frontalis,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anas acuta,Anas acuta,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anas andium,Anas andium,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anas aucklandica,Anas aucklandica,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anas bahamensis,Anas bahamensis,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anas bernieri,Anas bernieri,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anas capensis,Anas capensis,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anas castanea,Anas castanea,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anas chlorotis,Anas chlorotis,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anas crecca,Anas crecca,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anas eatoni,Anas eatoni,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anas erythrorhyncha,Anas erythrorhyncha,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anas flavirostris,Anas flavirostris,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anas georgica,Anas georgica,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anas gracilis,Anas gracilis,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anas laysanensis,Anas laysanensis,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anas luzonica,Anas luzonica,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anas melleri,Anas melleri,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anas nesiotis,Anas nesiotis,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anas platyrhynchos,Anas platyrhynchos,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anas rubripes,Anas rubripes,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anas sparsa,Anas sparsa,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anas superciliosa,Anas superciliosa,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anas undulata,Anas undulata,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anas wyvilliana,Anas wyvilliana,1BT to 1CL,0,Extant
Ciconiiformes,Ciconiidae,Anastomus lamelligerus,Anastomus lamelligerus,1BT to 1CL,0,Extant
Ciconiiformes,Ciconiidae,Anastomus oscitans,Anastomus oscitans,1BT to 1CL,0,Extant
Passeriformes,Furnariidae,Ancistrops strigilatus,Ancistrops strigilatus,1BT to 1CL,0,Extant
Piciformes,Ramphastidae,Andigena cucullata,Andigena cucullata,1BT to 1CL,0,Extant
Piciformes,Ramphastidae,Andigena hypoglauca,Andigena hypoglauca,1BT to 1CL,0,Extant
Piciformes,Ramphastidae,Andigena laminirostris,Andigena laminirostris,1BT to 1CL,0,Extant
Piciformes,Ramphastidae,Andigena nigrirostris,Andigena nigrirostris,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Androdon aequatorialis,Androdon aequatorialis,1BT to 1CL,0,Extant
Passeriformes,Pycnonotidae,Andropadus importunus,Andropadus importunus,1BT to 1CL,0,Extant
Passeriformes,Psophodidae,Androphobus viridis,Androphobus viridis,1BT to 1CL,0,Extant
Anseriformes,Anhimidae,Anhima cornuta,Anhima cornuta,1BT to 1CL,0,Extant
Suliformes,Anhingidae,Anhinga anhinga,Anhinga anhinga,1BT to 1CL,0,Extant
Suliformes,Anhingidae,Anhinga melanogaster,Anhinga melanogaster,1BT to 1CL,0,Extant
Suliformes,Anhingidae,Anhinga novaehollandiae,Anhinga novaehollandiae,1BT to 1CL,0,Extant
Suliformes,Anhingidae,Anhinga rufa,Anhinga rufa,1BT to 1CL,0,Extant
Passeriformes,Thraupidae,Anisognathus igniventris,Anisognathus igniventris,1BT to 1CL,0,Extant
Passeriformes,Thraupidae,Anisognathus lacrymosus,Anisognathus lacrymosus,1BT to 1CL,0,Extant
Passeriformes,Thraupidae,Anisognathus melanogenys,Anisognathus melanogenys,1BT to 1CL,0,Extant
Passeriformes,Thraupidae,Anisognathus notabilis,Anisognathus notabilis,1BT to 1CL,0,Extant
Passeriformes,Thraupidae,Anisognathus somptuosus,Anisognathus somptuosus,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Anodorhynchus hyacinthinus,Anodorhynchus hyacinthinus,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Anodorhynchus leari,Anodorhynchus leari,1BT to 1CL,0,Extant
Passeriformes,Viduidae,Anomalospiza imberbis,Anomalospiza imberbis,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Anopetia gounellei,Anopetia gounellei,1BT to 1CL,0,Extant
Bucerotiformes,Bucerotidae,Anorrhinus austeni,Anorrhinus austeni,1BT to 1CL,0,Extant
Bucerotiformes,Bucerotidae,Anorrhinus galeritus,Anorrhinus galeritus,1BT to 1CL,0,Extant
Bucerotiformes,Bucerotidae,Anorrhinus tickelli,Anorrhinus tickelli,1BT to 1CL,0,Extant
Charadriiformes,Laridae,Anous albivitta,Procelsterna albivitta,1BT to 1CL,0,Extant
Charadriiformes,Laridae,Anous ceruleus,Procelsterna cerulea,1BT to 1CL,0,Extant
Charadriiformes,Laridae,Anous minutus,Anous minutus,1BT to 1CL,0,Extant
Charadriiformes,Laridae,Anous stolidus,Anous stolidus,1BT to 1CL,0,Extant
Charadriiformes,Laridae,Anous tenuirostris,Anous tenuirostris,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anser albifrons,Anser albifrons,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anser anser,Anser anser,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anser brachyrhynchus,Anser brachyrhynchus,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anser caerulescens,Chen caerulescens,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anser canagicus,Chen canagica,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anser cygnoides,Anser cygnoides,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anser erythropus,Anser erythropus,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anser indicus,Anser indicus,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Anser rossii,Chen rossii,1BT to 1CL,0,Extant
Anseriformes,Anseranatidae,Anseranas semipalmata,Anseranas semipalmata,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Anthipes monileger,Ficedula monileger,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Anthipes solitaris,Ficedula solitaris,1BT to 1CL,0,Extant
Passeriformes,Nectariniidae,Anthobaphes violacea,Nectarinia violacea,1BT to 1CL,0,Extant
Passeriformes,Meliphagidae,Anthochaera carunculata,Anthochaera carunculata,1BT to 1CL,0,Extant
Passeriformes,Meliphagidae,Anthochaera chrysoptera,Anthochaera chrysoptera,1BT to 1CL,0,Extant
Passeriformes,Meliphagidae,Anthochaera lunulata,Anthochaera lunulata,1BT to 1CL,0,Extant
Passeriformes,Meliphagidae,Anthochaera paradoxa,Anthochaera paradoxa,1BT to 1CL,0,Extant
Passeriformes,Meliphagidae,Anthochaera phrygia,Xanthomyza phrygia,1BT to 1CL,0,Extant
Passeriformes,Meliphagidae,Anthornis melanura,Anthornis melanura,1BT to 1CL,0,Extant
Passeriformes,Remizidae,Anthoscopus caroli,Anthoscopus caroli,1BT to 1CL,0,Extant
Passeriformes,Remizidae,Anthoscopus flavifrons,Anthoscopus flavifrons,1BT to 1CL,0,Extant
Passeriformes,Remizidae,Anthoscopus minutus,Anthoscopus minutus,1BT to 1CL,0,Extant
Passeriformes,Remizidae,Anthoscopus musculus,Anthoscopus musculus,1BT to 1CL,0,Extant
Passeriformes,Remizidae,Anthoscopus parvulus,Anthoscopus parvulus,1BT to 1CL,0,Extant
Passeriformes,Remizidae,Anthoscopus punctifrons,Anthoscopus punctifrons,1BT to 1CL,0,Extant
Bucerotiformes,Bucerotidae,Anthracoceros albirostris,Anthracoceros albirostris,1BT to 1CL,0,Extant
Bucerotiformes,Bucerotidae,Anthracoceros coronatus,Anthracoceros coronatus,1BT to 1CL,0,Extant
Bucerotiformes,Bucerotidae,Anthracoceros malayanus,Anthracoceros malayanus,1BT to 1CL,0,Extant
Bucerotiformes,Bucerotidae,Anthracoceros marchei,Anthracoceros marchei,1BT to 1CL,0,Extant
Bucerotiformes,Bucerotidae,Anthracoceros montani,Anthracoceros montani,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Anthracothorax dominicus,Anthracothorax dominicus,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Anthracothorax mango,Anthracothorax mango,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Anthracothorax nigricollis,Anthracothorax nigricollis,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Anthracothorax prevostii,Anthracothorax prevostii,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Anthracothorax veraguensis,Anthracothorax veraguensis,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Anthracothorax viridigula,Anthracothorax viridigula,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Anthracothorax viridis,Anthracothorax viridis,1BT to 1CL,0,Extant
Passeriformes,Nectariniidae,Anthreptes anchietae,Anthreptes anchietae,1BT to 1CL,0,Extant
Passeriformes,Nectariniidae,Anthreptes aurantius,Anthreptes aurantium,1BT to 1CL,0,Extant
Passeriformes,Nectariniidae,Anthreptes gabonicus,Anthreptes gabonicus,1BT to 1CL,0,Extant
Passeriformes,Nectariniidae,Anthreptes longuemarei,Anthreptes longuemarei,1BT to 1CL,0,Extant
Passeriformes,Nectariniidae,Anthreptes neglectus,Anthreptes neglectus,1BT to 1CL,0,Extant
Passeriformes,Nectariniidae,Anthreptes orientalis,Anthreptes orientalis,1BT to 1CL,0,Extant
Passeriformes,Nectariniidae,Anthreptes rectirostris,Anthreptes rectirostris,1BT to 1CL,0,Extant
